"","Drone_1","Drone_2","Drone_3","Drone_4","Drone_5","Drone_6","Queen_1","Queen_2","Queen_3","Queen_4","queen_5","Queen_6","Worker_1","Worker_2","Worker_3","Worker_4","Worker_5","Worker_6"
"LOC100577695",1.017,0.529,0.559,1.44,1.301,1.126,0.935,0.811,0.159,0.768,0.734,0.415,0.947,0.673,0.995,0.642,0.838,0.293
"LOC551856",9.958,6.701,6.245,6.622,8.125,4.928,12.539,8.055,9.392,6.867,10.353,7.311,9.779,8.018,12.853,8.611,12.716,9.542
"LOC100577856",318.567,396.405,323.737,322.133,384.205,300.65,477.335,413.105,393.608,372.651,384.151,394.381,314.411,362.36,312.203,331.303,303.725,371.92
"LOC414039",59.344,45.024,49.595,36.015,51.356,51.55,101.541,72.066,88.676,68.988,114.401,69.936,77.208,67.813,86.204,76.182,76.559,121.5
"LOC102655462",3.272,2.413,2.668,2.252,2.782,3.169,3.884,3.698,3.763,3.903,3.177,2.264,4.976,2.416,3.624,3.697,3.96,2.613
"LOC409954",3237.492,3091.748,2998.389,3130.814,3110.664,3180.218,3350.941,2982.339,2311.631,3183.96,2972.702,2648.92,2407.691,2327.344,1918.216,2197.341,2222.752,2374.282
"Pburs",4.96,2.107,3.498,2.528,2.351,1.922,3.648,2.768,4.06,4.936,3.444,1.773,4.004,4.286,2.952,2.338,4.216,3.715
"LOC410129",155.681,178.398,180.732,194.148,160.327,152.241,172.099,195.352,175.352,156.349,157.702,211.684,142.632,176.93,166.995,154.605,144.633,155.758
"LOC408759",59.075,56.499,65.494,55.26,55.581,54.852,33.821,35.567,32.691,44.911,30.56,37.708,43.524,44.918,27.259,31.746,31.199,23.343
"LOC409773",139.928,154.417,120.493,141.607,147.841,133.567,155.096,136.928,121.593,144.786,124.155,133.584,138.675,137.601,113.807,132.775,125.768,132.906
"LOC552108",9.558,7.962,8.521,8.615,8.884,8.808,11.192,9.891,11.701,9.541,10.179,10.497,10.662,10.599,12.788,10.246,11.218,13.006
"LOC409155",221.683,218.862,224.968,246.002,222.974,193.902,246.433,280.718,263.673,239.195,232.298,264.586,205.264,246.765,192.32,212.113,178.419,167.481
"LOC102654893",0.821,0.335,1.28,1.251,1.141,2.661,1.276,1.159,1.02,0.793,0.644,0.456,1.504,0.42,0.86,1.127,0.8,0.22
"LOC725513",1.039,1.261,1.11,0.686,1.368,0.782,1.167,0.859,1.417,1.615,2.295,1.114,0.43,1.069,0.515,0.612,1.892,1.795
"LOC102654212",17.696,8.112,30.775,15.035,7.338,17.748,16.384,11.323,12.739,18.851,10.102,15.204,28.288,8.599,19.497,23.184,22.743,12.798
"LOC410323",0.098,0.033,0.2,0.083,0.077,0.059,0.09,0.068,0.1,0.057,0.023,0.052,0.102,0.079,0.142,0.097,0.089,0.084
"LOC102656882",2.585,3.112,1.123,1.559,2.372,3.796,1.073,1.163,2.389,1.556,1.263,1.788,0.932,2.779,0.819,0.663,0.228,0.865
"LOC107964820",0.974,1.693,0.681,1.203,2.378,0.729,0.57,0.165,0.145,0.165,0.545,0.095,1.113,0.287,0.277,0.313,0.242,0.153
"LOC408364",4.058,3.031,3.002,3.978,2.466,4.233,3.826,2.419,2.896,2.815,1.872,3.904,5.427,4.528,2.694,2.575,1.895,2.158
"LOC102653714",4.236,2.239,2.234,1.741,2.267,2.911,4.271,1.779,2.684,4.589,3.623,2.344,3.054,3.542,4.514,4.951,3.484,3.779
"LOC102656808",0.18,0.164,0,0.245,0.057,0.349,0.066,0.1,0.029,0.134,0.034,0.039,0.168,0.067,0.096,0.032,0,0.062
"LOC726542",100.45,121.937,87.398,90.765,80.419,74.387,58.147,137.433,88.101,94.46,93.864,99.147,51.482,83.413,34.165,56.372,58.805,52.132
"TRNAM-CAU_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC113218943",2.035,1.684,1.957,2.672,1.9,3.225,1.53,2.237,1.514,1.898,1.226,1.983,2.24,2.912,2.642,1.635,1.853,2.558
"LOC102656291",18.77,17.722,19.164,19.491,20.69,21.771,22.369,17.243,18.02,17.728,20.846,16.894,19.641,16.736,21.103,20.072,25.955,21.428
"LOC726221",136.815,132.034,122.922,116.741,130.032,124.567,146.268,126.533,137.915,149.708,167.316,115.669,124.7,130.662,150.072,130.084,159.119,176.85
"LOC409476",45.574,47.57,46.348,49.288,45.805,48.068,51.872,51.631,49.927,48.043,54.52,52.61,44.706,45.657,48.139,47.868,44.469,48.28
"LOC411181",0.398,0.068,0.216,0.106,0.295,0.338,0.229,0.208,0.285,0.441,0.307,0.133,0.603,0.53,0.222,0.242,0.363,0.172
"LOC551545",25.146,24.397,24.031,21.232,20.614,23.824,34.534,24.925,28.304,28.446,29.543,31.172,27.228,22.338,27.854,27.644,31.702,32.53
"LOC726934",2.292,3.578,3.858,2.991,3.429,1.903,1.806,3.046,2.882,3.514,1.551,3.599,2.669,3.411,2.339,2.026,1.789,2.759
"LOC412495",66.434,67.83,64.052,77.156,73.743,66.454,87.592,71.961,80.38,69.776,78.138,73.495,69.499,71.421,81.334,72.629,74.255,96.431
"LOC411998",21.045,23.503,16.906,22.1,20.914,21.46,28.06,21.581,21.935,20.122,21.847,22.772,21.792,20.03,24.683,25.36,24.699,22.48
"LOC725171",23.287,24.347,23.694,24.253,27.659,24.738,30.525,24.176,32.099,33.219,39.124,27.221,23.229,28.656,32.461,28.417,32.424,38.302
"LOC113218636",0,0,0.191,0.169,0,0.385,0.183,0,0,0.186,0,0.427,0,0,0,0.352,0,0
"LOC725961",293.503,310.817,282.432,307.71,270.054,282.795,245.26,383.925,337.719,368.755,412.899,340.858,308.841,336.765,320.603,360.912,294.075,329.945
"LOC107963979",0,0,0,0.053,0.099,0,0.116,0.059,0.052,0.059,0,0.067,0.176,0.233,0.112,0.056,0.057,0.054
"LOC408837",156.449,139.91,134.52,125.925,153.151,126.252,174.213,173.031,181.596,170.316,221.653,159.55,172.212,168.148,199.069,180.901,196.014,231.289
"LOC724578",21.605,25.728,23.699,21.218,23.497,23.552,26.132,19.103,23.671,23.912,22.249,23.78,19.664,23.96,19.51,19.895,25.51,27.546
"LOC724211",24.566,4.312,64.542,14.051,2.664,41.135,43.252,30.393,44.163,41.42,28.509,37.699,57.577,65.118,55.263,45.13,51.541,53.84
"LOC100576563",26.885,22.558,23.162,13.33,20.288,18.443,14.932,16.972,11.938,18.409,13.384,15.19,10.364,18.334,7.621,9.072,9.598,8.063
"LOC412643",7.119,8.617,8.596,9.296,8.901,8.952,9.52,9.839,9.768,6.717,7.45,8.066,8.797,8.165,10.329,9.045,9.393,9.701
"LOC725337",34.326,33.698,33.674,33.862,36.588,33.768,64.74,45.786,56.952,42.628,59.847,48.245,46.061,36.903,51.695,40.657,52.517,53.025
"LOC102654878",0,0,0,0,0,0.113,0,0.108,0.095,0,0,0,0.108,0,0,0,0,0.101
"TRNAY-GUA_2",0,0,0,1.686,0,1.922,0,0,1.624,0,0,0,0,0,0,3.507,0,0
"LOC408500",30.405,27.172,27.547,24.769,25.371,21.061,24.45,30.314,26.023,30.331,23.417,28.74,27.922,27.758,18.105,26.992,21.985,12.896
"LOC552576",20.292,21.361,18.904,20.897,21.187,20.269,12.826,17.316,14.961,16.121,14.326,17.773,16.179,19.397,16.055,18.376,16.231,15.56
"LOC113219249",1.104,2.977,4.329,1.768,3.524,3.949,1.562,2.291,2.086,1.228,2.292,1.958,1.147,1.258,1.517,1.464,0.812,0.808
"LOC725899",152.502,183.408,223.786,165.738,165.94,167.037,426.93,558.014,483.679,477.782,479.595,442.523,306.201,276.802,222.193,242.528,350.35,236.714
"LOC412117",49.158,61.124,61.272,68.203,56.133,64.059,40.595,61.968,53.135,52.338,52.787,59.14,53.302,51.644,55.936,53.977,48.704,54.422
"LOC113219021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100576120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC410354",10.052,11.139,11.892,12.305,11.287,13.195,8.33,9.412,10.286,7.404,7.139,9.784,11.703,12.247,13.816,12.158,11.322,11.716
"LOC412697",15.222,15.641,13.593,16.906,14.691,15.06,17.094,15.878,15.131,15.013,16.783,18.535,13.165,17.92,20.483,15.569,14.159,19.639
"LOC409712",29.776,33.286,32.712,36.027,36.184,35.412,64.626,68.54,60.859,65.846,71.563,57.078,34.316,37.691,37.437,34.98,39.643,47.15
"LOC725864",46.422,40.257,50.065,50.614,46.523,46.826,40.44,47.949,47.15,52.565,49.64,40.783,58.279,45.072,48.953,51.046,52.521,36.175
"LOC552189",24.528,17.848,22.53,18.362,20.174,20.285,37.453,26.062,35.226,29.353,38.124,28.553,23.781,21.782,26.766,25.991,27.344,30.371
"LOC408672",104.085,93.604,113.103,112.369,106.638,111.761,122.031,104.81,104.225,112.402,115.897,116.881,105.988,103.154,114.954,111.974,101.452,134.928
"LOC552733",49.763,44.291,44.369,48.794,41.412,44.825,41.522,23.857,40.622,32.512,32.472,35.119,46.09,36.397,49.159,55.812,43.285,72.279
"LOC725432",1926.954,2021.31,1812.112,1787.671,2169.161,2120.127,2012.685,1919.596,1757.478,2481.519,1983.9,1875.722,1740.102,1672.524,1236.614,1886.233,1849.649,1906.994
"Sergef",40.574,32.528,30.564,40.698,35.444,42.138,51.499,51.16,48.068,39.222,52.724,43.017,49.129,36.839,58.263,47.718,44.031,48.409
"LOC550814",68.532,61.171,57.863,52.138,56.863,59.438,77.145,58.052,63.922,70.903,75.36,65.631,55.765,53.225,65.453,73.111,70.974,75.485
"TRNAV-CAC_2",1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC726336",201.626,207.473,206.065,192.067,179.414,206.455,167.828,192.582,181.081,225.768,216.931,213.871,179.761,172.407,140.719,166.358,159.927,165.161
"LOC552062",15.866,15.407,18.485,18.567,15.417,15.368,15.73,16.608,18.024,14.822,16.771,21.497,15.087,19.333,17.643,13.164,16.486,15.305
"LOC552604",47.674,49.568,47.971,49.224,47.467,48.742,27.059,32.859,29.722,31.992,24.001,32.269,42.966,41.495,34.014,37.115,35.939,27.664
"LOC412764",149.358,159.535,162.701,127.046,113.579,114.834,42.463,58.015,35.896,63.852,46.354,38.551,196.808,157.713,102.722,144.884,161.622,99.308
"LOC727222",38.159,35.689,35.695,41.047,36.362,31.313,54.945,43.29,49.817,41.624,48.066,46.269,32.778,38.321,50.802,37.685,41.007,48.185
"LOC413576",85.742,64.594,74.733,69.516,52.424,68.414,73.521,98.675,106.852,85.002,72.781,128.241,53.059,72.793,47.921,45.368,34.461,33.678
"LOC724361",8.6,9.253,9.633,8.926,11.428,10.081,15.723,12.771,12.52,10.439,12.03,9.796,13.79,13.528,17.232,13.518,15.618,15.413
"LOC410340",46.97,55.655,52.95,49.36,44.855,46.045,48.646,55.097,53.818,55.145,49.926,61.336,43.748,55.958,53.054,47.941,42.542,42.832
"LOC102654815",1.214,2.488,1.752,1.419,0.96,1.029,1.675,1.271,1.74,1.275,0.719,1.628,0.848,0.141,0.949,1.073,1.244,1.443
"LOC100576705",0.802,0.608,0.514,0.454,0.739,0.388,1.228,0.249,0,0.873,0.633,0.43,1.369,0.866,0.716,1.535,0.243,0.924
"LOC100576392",205.684,163.395,239.37,186.4,170.93,218.045,189.621,218.359,224.974,246.175,231.55,210.551,262.022,207.319,198.877,208.314,220.595,116.361
"LOC102656247",3.922,4.245,8.825,2.704,3.625,7.526,9.049,5.369,8.421,3.59,7.569,7.061,5.032,6.373,11.695,6.083,6.267,7.099
"LOC100577150",2.019,1.95,2.412,2.027,1.74,1.956,3.994,2.903,2.104,2.569,1.912,2.23,1.596,1.643,0.874,1.244,0.724,1.216
"LOC724430",0.732,0.772,1.705,0.262,0.518,0.56,0.213,0.609,0.694,0.611,0.511,1.24,0.323,0.535,0.344,0.17,0.526,0.766
"LOC102654759",0.755,0.312,0.264,0.408,0.596,1.063,0.505,0.447,0.056,0.128,0.39,0.147,0.767,0.318,0.919,0.667,0.625,0.415
"LOC412775",0.167,0.142,0.096,0.161,0.158,0.086,0.092,0.103,0.091,0.093,0.084,0.06,0.145,0.082,0.089,0.128,0.142,0
"LOC100578440",0.045,0.248,0.218,0.154,0.179,0.22,0,0.084,0.037,0.169,0.172,0.243,0.169,0.042,0.121,0.12,0.289,0.157
"LOC409796",799.166,856.563,775.976,789.277,723.377,687.293,741.571,734.521,590.965,785.765,672.846,752.945,657.958,650.571,510.299,675.029,522.215,570.415
"LOC408589",299.601,303.1,325.889,289.937,285.939,301.511,236.357,323.544,300.613,287.29,298.428,302.015,355.24,313.669,308.004,341.069,309.17,304.474
"LOC409631",3.231,2.474,2.178,2.566,2.434,2.779,3.137,2.359,2.966,3.184,3.174,2.169,3.122,2.572,4.449,3.016,3.795,3.993
"LOC413189",84.947,72.691,76.528,80.348,82.529,75.052,143.319,120.835,123.592,109.842,129.463,116.472,84.911,90.592,103.246,98.915,97.977,114.078
"LOC100576913",1.273,0.435,1.99,1.082,0.88,0.617,0.439,0.444,0.782,0.891,0.678,1.194,0.667,0.81,0.639,0.844,1.015,0.825
"LOC102655299",0.194,0.53,0.747,0.66,0.46,0,0.089,0.361,0.715,0.362,0.643,0.833,0.633,0.449,0.693,0.601,0.442,0.336
"TRNAH-GUG_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.477
"TRNAA-UGC_3",4.023,7.325,1.934,1.709,1.589,5.845,1.849,7.484,8.233,3.753,5.714,4.313,5.621,1.863,5.388,7.112,1.832,8.692
"LOC102654970",1.921,1.144,2.558,2.448,0.817,2.362,1.291,1.512,2.299,2.551,2.169,2.218,4.68,3.147,2.309,2.286,3.903,1.469
"LOC100576620",121.261,120.748,116.45,116.59,118.066,134.047,91.969,123.909,108.842,129.429,118.55,99.453,146.725,111.041,129.754,127.715,129.756,110.213
"LOC408966",217.111,218.427,207.279,213.343,185.097,199.713,156.036,186.082,157.35,175.518,168.549,197.31,185.439,178.626,162.565,169.937,146.629,146.036
"LOC412799",124.84,168.384,144.105,144.983,151.17,170.395,124.515,138.134,141.415,131.35,123.184,160.308,126.959,168.62,126.315,125.855,133.512,137.371
"LOC406081",1.717,2.107,2.584,2.918,1.888,3.399,0.48,1.25,1.406,1.463,0.778,0.8,0.765,1.59,1,0.264,0.952,0.581
"LOC552100",115.755,105.355,68.642,91.016,112.828,49.582,29.975,33.479,44.444,38.506,24.018,44.746,24.686,82.442,38.855,48.65,25.988,41.557
"LOC113218767",2.245,4.6,1.08,1.431,2.661,1.087,1.032,2.611,0.919,0,0.532,0,1.569,1.04,1.504,0.496,2.045,0.97
"LOC550827",2228.918,2567.279,2167.248,2421.886,2413.231,2302.535,1890.627,1993.798,1731.569,2093.646,1755.776,2168.859,1611.21,2177.434,1568.594,1687.304,1340.011,1748.912
"LOC102654234",0.127,0.116,0.367,0.108,0,0.246,0.117,0,0,0,0.241,0.136,0.118,0,0,0.112,0.231,0
"LOC725557",0.091,0.046,0.088,0.069,0.064,0.108,0.037,0.057,0.133,0.152,0.038,0.065,0.123,0.085,0.073,0.09,0.185,0.026
"LOC410956",27.666,22.101,29.783,27.571,25.104,29.663,29.199,28.819,30.146,32.426,26.444,24.493,35.323,27.923,29.412,27.745,29.135,17.9
"LOC102655409",3.487,1.998,2.515,1.967,3.206,2.65,1.548,2.041,1.526,2.664,2.078,1.031,4.2,3.173,1.476,2.285,2.135,0.961
"LOC413868",1519.062,1547.554,1489.058,1418.959,1655.298,1569.367,1945.616,1637.819,1811.669,1846.644,1965.777,1632.666,1791.385,1527.76,1737.885,1789.72,2084.847,2233.187
"LOC551636",28.587,27.076,26.857,23.868,25.647,27.689,34.537,32.874,34.056,28.823,35.262,28.793,29.081,27.766,37.144,37.355,38.111,38.232
"LOC113218665",0.97,0.379,0.8,0.353,0.11,1.208,0.127,0.258,0.227,0.388,0.525,0.149,0,0.257,0.371,0.122,0.631,0.359
"LOC412620",10.077,8.688,6.346,6.516,7.328,7.688,9.511,8.627,9.052,9.152,11.823,9.657,8.722,9.661,9.236,8.198,11.694,9.171
"LOC102656927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0.23
"Dop3",0.279,0.671,0.537,0.237,0.682,0.541,0.467,0.331,0.166,0.284,0.192,0.3,0.449,0.47,0.181,0.494,0.509,0.132
"LOC410534",2.011,1.348,1.764,1.314,1.659,1.498,0.427,0.822,0.868,1.546,0.879,1.35,1.976,1.412,1.105,1.699,1.509,0.458
"LOC100577704",36.718,30.405,31.541,38.797,31.167,34.492,16.918,28.686,24.199,30.998,20.007,18.907,41.341,26.505,28.98,35.316,32.894,20.321
"LOC411746",39.718,44.017,49.534,57.746,43.157,42.883,21.781,32.906,30.451,32.755,20.608,30.457,34.997,48.737,37.806,32.358,32.459,28.72
"LOC724937",16.364,15.582,16.497,16.557,13.711,13.285,15.154,16.472,14.366,15.083,15.422,18.392,15.647,14.713,17.046,16.456,13.93,15.714
"LOC551791",10.756,9.443,9.113,7.834,9.005,11.287,17.188,11.435,8.491,10.633,12.247,9.747,8.468,9.248,9.832,10.526,11.195,10.513
"LOC102654268",1.202,0.547,1.445,1.532,2.849,1.455,0,1.397,1.23,0,0,0.322,0,1.113,0.537,1.593,0.821,0.26
"LOC412925",1.061,1.288,0.756,1.035,0.776,0.837,0.614,0.475,0.611,0.44,0.67,0.337,1.171,0.764,0.421,0.625,1.109,0.951
"LOC410718",16.448,15.157,17.136,15.419,14.001,18.243,7.475,7.975,8.82,10.666,6.428,10.096,7.733,16.605,7.566,8.336,7.899,6.138
"LOC100578105",1.202,0.875,1.965,1.991,1.377,1.804,1.215,1.509,2.066,1.57,1.195,1.675,1.735,1.558,1.985,1.859,3.174,2.493
"LOC113218672",0.812,1.232,1.041,0.23,1.069,0.524,1.244,1.259,0.665,0.758,1.282,0.29,1.261,1.003,1.934,1.196,0.74,0.702
"LOC411266",59.437,58.426,58.842,60.754,58.499,60.712,88.35,71.884,83.393,68.468,84.55,85.845,60.376,65.008,71.315,61.424,68.603,83.274
"LOC408508",242.08,300.446,131.055,250.369,285.003,474.888,117.534,133.124,137.97,163.56,97.355,137.749,59.968,269.916,73.158,91.216,28.148,55.58
"LOC727156",14.176,9.846,11.805,10.803,13.049,12.174,26.469,14.409,22.252,16.362,20.344,11.908,15.109,15.697,21.138,15.759,21.16,24.628
"LOC100576544",67.594,67.903,53.068,54.872,58.836,55.318,80.422,70.047,77.229,66.998,96.528,74.149,68.233,64.038,79.498,72.738,82.182,80.7
"LOC100576826",28.418,47.128,39.405,35.089,37.403,40.704,19.392,25.235,23.988,26.513,24.853,26.67,26.019,34.14,21.204,24.549,25.219,26.577
"LOC410465",3.676,2.434,2.828,3.861,2.06,1.877,4.67,7.273,4.924,6.422,4.43,4.156,5.665,3.775,3.7,3.899,6.877,3.523
"LOC107964894",3.119,1.623,2.571,0.757,3.169,1.727,3.278,1.244,2.554,2.91,3.798,1.433,2.075,3.301,7.162,1.576,4.87,5.007
"LOC724285",17.715,23.177,18.718,19.065,20.875,15.761,8.365,11.392,9.31,10.366,9.776,13.6,11.978,16.849,10.74,8.274,11.352,9.98
"LOC727030",14.495,13.747,13.474,12.418,13.505,13.864,14.048,15.73,16.711,13.58,15.899,14.245,15.695,14.484,16.231,13.452,18.865,20.826
"LOC552593",56.461,49.611,53.538,44.513,55.609,55.578,95.97,51.663,66.211,60.271,80.697,55.605,58.947,54.953,72.097,61.51,71.025,90.326
"LOC409645",161.028,152.653,145.038,155.81,158.98,155.343,244.11,190.619,189.238,179.556,218.761,203.209,127.802,154.651,129.885,161.087,143.099,157.924
"LOC408657",52.594,50.186,57.228,51.44,53.302,57.292,50.774,51.898,45.715,56.196,51.369,57.715,51.246,50.371,46.681,53.011,45.874,51.698
"LOC552671",255.538,303.952,262.226,264.11,274.956,251.101,321.986,302.365,275.972,300.625,292.162,297.521,255.825,271.791,238.151,262.342,259.93,284.353
"LOC411811",4.624,3.127,3.388,4.153,4.314,3.455,3.522,4.219,3.533,2.876,3.169,3.966,4.676,3.506,4.6,4.709,5.053,3.806
"LOC107965722",13.335,10.109,12.262,11.917,11.208,11.681,6.985,7.116,7.089,8.873,5.836,6.607,10.936,11.61,8.301,12.069,7.596,6.749
"LOC413108",66.742,61.552,64.036,61.936,59.287,68.194,68.189,65.157,76.497,78.025,77.895,64.901,66.523,53.226,67.219,66.636,65.735,70.385
"LOC107964158",3.189,4.158,2.161,2.648,3.093,2.106,2.799,3.573,2.908,1.555,3.432,3.109,5.064,4.43,3.689,3.46,4.159,3.821
"LOC411392",123.035,125.093,117.323,120.753,116.456,122.125,145.408,130.824,141.47,127.777,129.367,133.437,145.066,113.557,134.884,130.011,114.774,141.956
"LOC412887",2.619,1.552,1.319,2.154,1.872,2.013,1.032,1.044,1.191,1.163,0.669,0.847,1.045,1.039,0.891,1.506,1.136,0.575
"LOC100577920",6.262,5.827,6.685,7.617,6.365,4.489,3.373,5.029,4.245,5.379,4.937,4.022,5.216,6.718,3.399,4.901,5.451,3.409
"LOC409493",0.452,0.668,0.814,0.959,0.446,1.148,0.727,1.208,0.74,0.79,0.695,0.969,1.367,0.575,1.159,0.948,1.697,1.171
"LOC102656724",1.104,0.503,1.365,0.536,0.499,1.222,0.435,0.807,0.969,0.883,0.523,0.507,0.514,0.584,0.845,0.906,0.79,0.614
"LOC411695",360.834,385.219,365.376,382.733,376.632,373.121,366.279,387.436,340.696,395.984,394.591,342.519,399.004,383.689,333.047,407.479,398.512,418.776
"LOC724602",1.404,1.573,1.973,1.285,1.877,1.674,2.482,3.014,1.945,2.519,1.943,1.737,1.811,2.8,1.254,1.05,1.279,2.053
"LOC113218964",0.307,0.419,0.369,0.521,0.485,0.223,0.423,0.357,0.879,0.143,0.145,0.411,0.786,0.213,0.342,0.475,0.559,0
"LOC102653661",0.072,0.065,0.069,0,0,0,0,0.067,0,0.067,0.068,0,0.067,0,0.064,0.064,0,0
"LOC100577681",1.92,2.283,1.898,1.813,2.402,1.705,5.199,2.481,4.672,1.742,2.324,2.745,2.335,2.667,4.144,2.31,2.963,3.688
"LOC409342",33.316,32.846,34.196,36.079,39.827,41.8,46.658,28.902,25.718,32.532,33.674,24.429,41.963,29.25,40.225,39.517,39.299,43.71
"eve",1.423,1.295,1.368,1.108,1.452,1.263,0.872,1.158,1.019,0.664,0.73,1.017,1.933,1.098,1.27,0.996,1.026,0.717
"LOC413383",4.841,4.639,5.11,4.484,4.803,6.487,2.041,3.25,2.354,3.803,2.826,3.005,6.848,5.156,4.062,5.373,6.331,2.013
"LOC102655559",0.246,0.134,0,0,0.039,0.048,0.226,0,0.04,0.138,0.14,0,0.138,0.091,0.132,0.13,0.045,0.085
"LOC726651",3.837,3.057,3.526,3.581,2.193,3.219,4.064,3.665,4.74,3.964,4.607,4.077,4.532,3.236,6.088,3.967,5.71,6.722
"LOC408455",41.567,40.949,44.335,34.474,34.264,35.607,26.29,43.305,38.579,78.909,44.851,37.485,45.538,63.674,28.531,41.358,45.319,24.597
"LOC100576194",0.314,0.381,2.516,0.889,0.413,3.345,0.192,0.195,0.514,0.195,0.694,0.898,1.462,0.872,1.495,1.387,1.144,1.176
"LOC100577587",29.582,33.565,32.42,32.528,35.234,34.336,22.566,30.381,27.157,29.834,26.207,33.419,29.192,33.276,26.062,29.539,27.473,23.642
"LOC411679",38.337,37.276,35.758,40.535,36.271,36.162,36.766,40.834,34.869,35.066,36.541,40.027,31.693,31.739,32.08,34.505,30.211,33.001
"LOC726786",22.573,27.87,19.295,23.769,21.749,14.514,42.57,45.104,33.429,33.6,36.418,36.957,8.266,14.887,11.139,9.322,8.726,9.893
"LOC113218938",1.746,0.795,2.099,2.225,1.897,3.594,1.104,2.132,1.251,1.426,0.31,0.936,1.626,2.021,2.046,2.508,0.894,0.189
"LOC409447",42.198,40.212,45.69,42.509,41.451,42.381,56.613,43.129,49.883,44.541,46.338,48.139,44.253,43.06,48.883,44.709,46.062,48.861
"LOC725689",11.868,13.048,12.33,10.759,14.192,10.931,12.665,11.507,14.117,11.789,15.328,12.326,14.089,12.363,17.692,12.293,15.657,16.118
"LOC724570",2.58,1.566,1.536,0.731,1.262,1.309,2.936,2.514,1.207,2.636,4.304,2.239,2.403,1.479,2.193,1.846,1.902,1.592
"LOC113218532",23.157,15.727,23.648,27.687,15.556,19.362,12.206,13.892,12.782,16.609,9.357,14.88,15.035,21.791,15.557,18.602,16.005,13.103
"LOC411115",53.545,43.469,56.668,57.376,49.942,50.108,40.369,47.092,44.374,46.417,40.718,46.137,47.888,49.063,41.271,44.045,40.509,26.739
"LOC100576346",9.281,8.835,9.422,9.143,9.394,8.216,9.353,8.851,11.213,9.448,12.682,10.001,13.306,11.182,17.411,11.381,11.896,12.752
"LOC102655811",0.955,1.044,0.551,0.974,1.208,0.74,2.811,2.488,1.877,1.248,1.99,2.868,0.89,0.885,1.194,1.351,0.87,0.495
"LOC412346",24.533,23.735,25.625,23.239,22.523,22.398,28.091,24.965,28.158,24.562,29.176,29.461,22.791,28.113,25.907,25.251,23.449,26.959
"LOC725682",32.416,51.588,34.316,38.703,40.951,52.795,35.15,30.821,29.157,46.219,31.378,35.735,24.714,48.593,19.664,23.222,22.735,19.994
"LOC551553",15.046,27.396,18.493,17.101,26.257,18.965,25.009,43.097,30.71,25.936,33.638,31.674,19.953,22.235,13.834,12.022,21.323,15.543
"LOC552812",14.717,18.512,17.07,14.673,14.358,12.917,12.592,13.773,12.392,11.685,14.022,17.807,12.421,16.38,14.454,12.61,11.898,16.457
"LOC410033",39.114,41.13,38.332,42.405,42.06,39.976,50.466,45.574,45.75,40.598,49.936,48.523,40.298,38.985,40.334,40.297,35.165,37.893
"LOC102653921",8.691,6.516,11.308,7.508,7.098,11.814,11.751,6.59,9.327,9.88,7.124,7.987,11.224,6.424,6.39,10.135,10.442,7.259
"LOC726187",80.75,96.198,83.156,84.619,87.346,75.634,114.602,99.659,95.176,97.152,98.89,107.252,71.031,83.219,74.078,75.254,72.592,91.101
"LOC411227",39.521,33.496,38.431,43.357,32.218,32.325,20.553,23.585,24.339,22.646,19.749,28.397,29.686,32.153,32.76,30.323,26.113,27.46
"LOC113218624",1.913,2.239,2.759,0.813,1.188,1.191,5.15,3.05,4.586,2.549,2.976,3.516,2.545,2.277,4.026,1.811,2.986,2.362
"LOC107964516",0,0,0,0.04,0,0,0.043,0.044,0.039,0.044,0,0,0,0,0,0.042,0.258,0.245
"LOC411672",3.621,1.288,1.197,2.74,1.341,0.932,0.52,0.474,0.602,1.108,0.482,0.607,1.107,0.576,0.354,1.1,0.773,0.636
"LOC409833",57.973,52.781,53.831,58.447,63.732,54.016,84.776,72.29,75.742,63.592,83.74,65.082,74.735,65.348,82.61,80.668,78.903,82.958
"LOC102655391",2.039,1.989,1.821,1.547,1.899,1.411,1.406,1.151,1.431,1.495,1.586,2.03,2.374,1.483,1.56,1.352,1.989,1.321
